app_id,title,section_id,section_text,generated_answer,nli_score,nli_raw
1492210,Starlight: Eye of the Storm,krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,"Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: Starlight: Eye of The Storm is a retro 2D Arcade bullet hell vertical shooter. Unleash your special powers, upgrade your weapons, get better ones!",0.2,"[{'label': 'neutral', 'score': 0.9473939538002014}, {'label': 'contradiction', 'score': 0.05057358369231224}, {'label': 'entailment', 'score': 0.002032399410381913}]"
1492210,Starlight: Eye of the Storm,krauss_2_kontrast,Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,"Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.",57.26,"[{'label': 'entailment', 'score': 0.5726278424263}, {'label': 'neutral', 'score': 0.38954663276672363}, {'label': 'contradiction', 'score': 0.037825487554073334}]"
1492210,Starlight: Eye of the Storm,krauss_3_beispiel_rossmann,"Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.","Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.

Game: Baby Steps:",16.59,"[{'label': 'neutral', 'score': 0.7653620839118958}, {'label': 'entailment', 'score': 0.16590376198291779}, {'label': 'contradiction', 'score': 0.06873415410518646}]"
1492210,Starlight: Eye of the Storm,krauss_4_schluss,Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,"Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.",96.45,"[{'label': 'entailment', 'score': 0.9645329713821411}, {'label': 'neutral', 'score': 0.031111400574445724}, {'label': 'contradiction', 'score': 0.004355632234364748}]"
1258900,Arcade Redemption,krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,"Does this game have a strategy element? Answer in 1-2 sentences with your reasoning.

Concept: The game has a strategy element in that it rewards players with tickets and tokens based on their current stats, and powerups can be used to double ticket payout values for a limited duration.",16.15,"[{'label': 'neutral', 'score': 0.7339766621589661}, {'label': 'entailment', 'score': 0.16146117448806763}, {'label': 'contradiction', 'score': 0.1045621857047081}]"
1258900,Arcade Redemption,krauss_2_kontrast,Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,"This game is a great example of how a game can be designed to be both passive and active. The game's physics-based redemption games are highly detailed and offer a plethora of rewards, including tickets and tokens, to keep players engaged. The game's strategy is to find a balance between playing games that offer high ticket payouts and those that offer",1.95,"[{'label': 'neutral', 'score': 0.9756976962089539}, {'label': 'entailment', 'score': 0.01950887218117714}, {'label': 'contradiction', 'score': 0.0047934576869010925}]"
1258900,Arcade Redemption,krauss_3_beispiel_rossmann,"Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.","Does this game have a clear and concise explanation of the concept? Answer in 1-2 sentences with your reasoning.

Concept: Example: The game has a clear and concise explanation of the concept, including the physics-based redemption games, tickets, and strategy.

Game: Walk This Way: Enter the arcade for the first time | Juke",0.01,"[{'label': 'neutral', 'score': 0.9938294291496277}, {'label': 'contradiction', 'score': 0.006032831035554409}, {'label': 'entailment', 'score': 0.00013777664571534842}]"
1258900,Arcade Redemption,krauss_4_schluss,Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,"Does this game have elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.",98.4,"[{'label': 'entailment', 'score': 0.9840032458305359}, {'label': 'neutral', 'score': 0.013836773112416267}, {'label': 'contradiction', 'score': 0.0021599463652819395}]"
1163090,Boot Camp Fitness,krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,"This game is a workout app that includes a variety of exercises, including press-ups, planks, burpees, and more. It is designed to be used in a room with enough space to work out in, and requires sufficient free space of at least 4 meters by 4 meters. The game includes a variety of workout algorithms, designed to be customizable based",0.28,"[{'label': 'neutral', 'score': 0.9951328635215759}, {'label': 'entailment', 'score': 0.00277429330162704}, {'label': 'contradiction', 'score': 0.0020928229205310345}]"
1163090,Boot Camp Fitness,krauss_2_kontrast,Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,"This game is a workout app that includes exercises and exercise algorithms built from advice and overviewing from fitness professionals. The aim is to help people reach their fitness goals. The game has a retro, old school vibe and is not a custom workout creator app. The game includes exercises that are currently awkward to implement into VR games, such",0.72,"[{'label': 'neutral', 'score': 0.5425985455513}, {'label': 'contradiction', 'score': 0.45024821162223816}, {'label': 'entailment', 'score': 0.0071532391011714935}]"
1163090,Boot Camp Fitness,krauss_3_beispiel_rossmann,"Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.","This game is a workout app that includes a variety of exercises, including press-ups, planks, burpees, and more. The app includes a variety of workout options, including bodyweight exercises and flexibility exercises. The app is designed to be easy to use and includes a timer and a variety of workout options. The app is suitable for",0.06,"[{'label': 'neutral', 'score': 0.9977826476097107}, {'label': 'contradiction', 'score': 0.0016350303776562214}, {'label': 'entailment', 'score': 0.0005823325482197106}]"
1163090,Boot Camp Fitness,krauss_4_schluss,Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,"This game is designed to be an app/game where you just select the length of your workout, exercise preferences and then hit 'Start'. The app/game includes exercises that are currently awkward to implement into VR games, such as press ups, planks, burpees etc, making sure you get an all round workout in. The app/game is designed",80.06,"[{'label': 'entailment', 'score': 0.8006004095077515}, {'label': 'neutral', 'score': 0.12984518706798553}, {'label': 'contradiction', 'score': 0.06955443322658539}]"
1445040,Space Choice: Data Analyzer,krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,"Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: The game's natural speed is a factor in the game's difficulty.",0.07,"[{'label': 'neutral', 'score': 0.9884697198867798}, {'label': 'contradiction', 'score': 0.01080999430269003}, {'label': 'entailment', 'score': 0.0007202322594821453}]"
1445040,Space Choice: Data Analyzer,krauss_2_kontrast,Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,"Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: The game is about making quick, strategic choices in a fast-paced environment.",0.23,"[{'label': 'neutral', 'score': 0.9925304055213928}, {'label': 'contradiction', 'score': 0.005215391516685486}, {'label': 'entailment', 'score': 0.0022542367223650217}]"
1445040,Space Choice: Data Analyzer,krauss_3_beispiel_rossmann,"Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.","Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: Example: The game is about making quick decisions in a fast-paced environment.",0.03,"[{'label': 'neutral', 'score': 0.9889539480209351}, {'label': 'contradiction', 'score': 0.010792004875838757}, {'label': 'entailment', 'score': 0.0002540253917686641}]"
1445040,Space Choice: Data Analyzer,krauss_4_schluss,Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,"Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.

Game: Beat Level 1: Beat Level",90.16,"[{'label': 'entailment', 'score': 0.901649534702301}, {'label': 'neutral', 'score': 0.08902689069509506}, {'label': 'contradiction', 'score': 0.0093235457316041}]"
635940,Little Busters! English Edition,krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,"The game contains elements of the following concept: ""Little Busters!"" is a hit visual novel that was originally released in Japan in 2007. In the following year, ""Little Busters! Ecstasy"" edition came out, promoting Kanata Futaki and Sasami Sasasegawa to heroines, and adding an all-new",0.21,"[{'label': 'neutral', 'score': 0.7396507263183594}, {'label': 'contradiction', 'score': 0.2582155466079712}, {'label': 'entailment', 'score': 0.002133802743628621}]"
635940,Little Busters! English Edition,krauss_2_kontrast,Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,"Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.

Game: The Team Name Will Be... Little Busters | Once Again,",90.67,"[{'label': 'entailment', 'score': 0.9066516160964966}, {'label': 'neutral', 'score': 0.08152725547552109}, {'label': 'contradiction', 'score': 0.01182116474956274}]"
635940,Little Busters! English Edition,krauss_3_beispiel_rossmann,"Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.","The game contains elements of the following concept: Example: The protagonist is a bit weak-willed, yet very considerate toward his friends.

Game: The Team Name Will Be... Little Busters | Once Again, To Different Days | A Commemorative Photo At The Riverbank | Spiral of Happiness | A Declaration Toward The Gear Whe",0.02,"[{'label': 'neutral', 'score': 0.9934119582176208}, {'label': 'contradiction', 'score': 0.006341766566038132}, {'label': 'entailment', 'score': 0.00024623688659630716}]"
635940,Little Busters! English Edition,krauss_4_schluss,Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,"The game ""Little Busters!"" contains elements of the following concept: Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context. The game ""Little Busters!"" is a visual novel that was originally released in Japan in 2",99.63,"[{'label': 'entailment', 'score': 0.9962759017944336}, {'label': 'neutral', 'score': 0.003444876056164503}, {'label': 'contradiction', 'score': 0.0002791828301269561}]"
2987170,WolfFang SkullFang Saturn Tribute Boosted,krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,"Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: The game is a chase shooting game where the player pilots a fighter jet and must intercept enemy weapons approaching the defense line.",0.15,"[{'label': 'neutral', 'score': 0.9881094098091125}, {'label': 'contradiction', 'score': 0.010380956344306469}, {'label': 'entailment', 'score': 0.0015096741262823343}]"
2987170,WolfFang SkullFang Saturn Tribute Boosted,krauss_2_kontrast,Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,"Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.

Game: Tactics Drop: Wolf Fang: Complete Mission 1 in",89.77,"[{'label': 'entailment', 'score': 0.8976991176605225}, {'label': 'neutral', 'score': 0.09068121016025543}, {'label': 'contradiction', 'score': 0.011619720607995987}]"
2987170,WolfFang SkullFang Saturn Tribute Boosted,krauss_3_beispiel_rossmann,"Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.","- The game contains elements of the following concept: ""Example: Karl Rossmann flees from a policeman.""
- The game includes exclusive character voices, new actions, and a boss rush mode.
- The game includes exclusive additional bosses, extra aircraft, and a trial mode.
- The game includes 'Boosted' arranged BGM by 1",0.07,"[{'label': 'neutral', 'score': 0.9857968688011169}, {'label': 'contradiction', 'score': 0.01349940150976181}, {'label': 'entailment', 'score': 0.0007037174073047936}]"
2987170,WolfFang SkullFang Saturn Tribute Boosted,krauss_4_schluss,Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,The game contains elements of the following concept: Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,99.69,"[{'label': 'entailment', 'score': 0.9969229102134705}, {'label': 'neutral', 'score': 0.0024541120510548353}, {'label': 'contradiction', 'score': 0.0006229781429283321}]"
2065610,Rush Rush Rally Reloaded,krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,"The game contains elements of the following concept: ""cloudy spots"" in Kafka's texts. The game is designed for easy, normal, hard, and insane modes. The game is designed for 3 local multi-player modes: Versus, Item Mode, and Get Ahead. The game is designed for 3 single-player modes: Grand Prix, Time Attack",0.01,"[{'label': 'contradiction', 'score': 0.9982385635375977}, {'label': 'neutral', 'score': 0.0016299262642860413}, {'label': 'entailment', 'score': 0.00013153947656974196}]"
2065610,Rush Rush Rally Reloaded,krauss_2_kontrast,Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,This game contains elements of the following concept: Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,99.52,"[{'label': 'entailment', 'score': 0.9952431321144104}, {'label': 'neutral', 'score': 0.003427559044212103}, {'label': 'contradiction', 'score': 0.001329275663010776}]"
2065610,Rush Rush Rally Reloaded,krauss_3_beispiel_rossmann,"Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.","Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.

Game: Finish Easy",8.35,"[{'label': 'neutral', 'score': 0.8754259347915649}, {'label': 'entailment', 'score': 0.08345310389995575}, {'label': 'contradiction', 'score': 0.041120968759059906}]"
2065610,Rush Rush Rally Reloaded,krauss_4_schluss,Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,The game contains elements of the following concept: Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,99.69,"[{'label': 'entailment', 'score': 0.9969229102134705}, {'label': 'neutral', 'score': 0.0024541120510548353}, {'label': 'contradiction', 'score': 0.0006229781429283321}]"
1640160,G-Darius HD,krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,"The game contains elements of the following concept: ""cloudy spots"" in Kafka's texts. The game is designed to encourage the player to actively make connections between the elements of a narrative. The game is designed to allow the player to capture minibosses, and the minibosses are not a miniboss. The game is designed to allow the player",8.42,"[{'label': 'neutral', 'score': 0.8764426708221436}, {'label': 'entailment', 'score': 0.08421088010072708}, {'label': 'contradiction', 'score': 0.03934650123119354}]"
1640160,G-Darius HD,krauss_2_kontrast,Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,This game contains elements of the following concept: Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process. Enemy Capturer: Capture an enemy that's not a miniboss. Quick Load allowed. Options modifications allowed. 2-Player co-op allowed.,95.15,"[{'label': 'entailment', 'score': 0.9515277743339539}, {'label': 'neutral', 'score': 0.034798361361026764}, {'label': 'contradiction', 'score': 0.013673907145857811}]"
1640160,G-Darius HD,krauss_3_beispiel_rossmann,"Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.",The game contains elements of the following concept: Capture a miniboss. Quick Load allowed. Options modifications allowed. 2-Player co-op allowed. Continues allowed. No difficulty level specified.Only available in G Darius Ver.1. | The Capture Ball Didn't...Work?!: Have a capture call repelled by a miniboss. Quick,0.05,"[{'label': 'neutral', 'score': 0.9398375153541565}, {'label': 'contradiction', 'score': 0.0596252977848053}, {'label': 'entailment', 'score': 0.00053718889830634}]"
1640160,G-Darius HD,krauss_4_schluss,Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,"The game contains elements of the concept of ""interpretative openness"" as it involves the text itself, the textual base, and mental models shaped by individual schemas and context. The game also contains elements of the concept of ""interpretative openness"" as it allows for the interpretation of the game's textual base or mental model, shaped by individual schemas and",99.13,"[{'label': 'entailment', 'score': 0.9912751913070679}, {'label': 'neutral', 'score': 0.00776176480576396}, {'label': 'contradiction', 'score': 0.0009630757267586887}]"
1823370,Berry,krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,"This game is a small and crunchy adventure up Yamakuu mountain's somewhat treacherous terrain to reach an illumination brighter than any spider has ever achieved. Explore over 50 maps and combat multiple bosses while platforming, dodging, and vibing within the world of bugs. Try and consume all the flies hidden throughout the",0.01,"[{'label': 'contradiction', 'score': 0.9731152653694153}, {'label': 'neutral', 'score': 0.026834359392523766}, {'label': 'entailment', 'score': 5.0376187573419884e-05}]"
1823370,Berry,krauss_2_kontrast,Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,"This game is a small and crunchy adventure up Yamakuu mountain's somewhat treacherous terrain to reach an illumination brighter than any spider has ever achieved. Explore over 50 maps and combat multiple bosses while platforming, dodging, and vibing within the world of bugs. Try and consume all the flies hidden throughout the",0.14,"[{'label': 'neutral', 'score': 0.9660612344741821}, {'label': 'contradiction', 'score': 0.03252767026424408}, {'label': 'entailment', 'score': 0.0014110683696344495}]"
1823370,Berry,krauss_3_beispiel_rossmann,"Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.","Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: Example: The player must collect a total of 5 flies to unlock a special ending. Game: Light Snack: Collect a total of 10 flies. Tasty Meal: Collect a total of 15 flies. Self-",0.02,"[{'label': 'contradiction', 'score': 0.991371750831604}, {'label': 'neutral', 'score': 0.00847281701862812}, {'label': 'entailment', 'score': 0.00015538683510385454}]"
1823370,Berry,krauss_4_schluss,Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,"The game's title, Berry, is a play on the word ""berry"" and the spider's name, ""Berry."" The game's concept is based on the concept of interactive openness, which is the idea that the text itself can be interpreted in different ways, shaped by individual schemas and context. The game's concept is also based on the concept",95.81,"[{'label': 'entailment', 'score': 0.9581365585327148}, {'label': 'neutral', 'score': 0.036761511117219925}, {'label': 'contradiction', 'score': 0.005101899616420269}]"
1638330,Darius Cozmic Collection Arcade,krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,"The game contains elements of the following concept: ""cloudy spots"" in Kafka's texts. The game contains a ""tuna sasimi"" message in Zone A. The game contains a ""tuna sasimi"" message in Zone A. The game contains a ""tuna sasimi"" message in Zone A. The game contains a ""tuna sasimi",87.77,"[{'label': 'entailment', 'score': 0.8777139782905579}, {'label': 'neutral', 'score': 0.08976899832487106}, {'label': 'contradiction', 'score': 0.03251700848340988}]"
1638330,Darius Cozmic Collection Arcade,krauss_2_kontrast,Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,"The game contains elements of the concept of clearing zones with top-down effects, which can be interpreted as a passive process. The game also contains elements of clearing zones with clear saves, which can be interpreted as a purely active process. The game contains elements of clearing zones with clear saves and top-down effects, which can be interpreted as a combination of both passive and active",0.49,"[{'label': 'contradiction', 'score': 0.9439687728881836}, {'label': 'neutral', 'score': 0.05114104226231575}, {'label': 'entailment', 'score': 0.004890258889645338}]"
1638330,Darius Cozmic Collection Arcade,krauss_3_beispiel_rossmann,"Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.","The game contains elements of the following concept: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.",97.82,"[{'label': 'entailment', 'score': 0.9781952500343323}, {'label': 'neutral', 'score': 0.018000030890107155}, {'label': 'contradiction', 'score': 0.0038047332782298326}]"
1638330,Darius Cozmic Collection Arcade,krauss_4_schluss,Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,"The game contains elements of the concept of ""interpretative openness"" as it involves elements of the text itself, the textual base, and mental models shaped by individual schemas and context. The game also contains elements of the concept of ""interpretative openness"" as it involves clear zones, clear saves, and clear zone A. The game contains elements of the concept of """,99.02,"[{'label': 'entailment', 'score': 0.9901857376098633}, {'label': 'neutral', 'score': 0.009054146707057953}, {'label': 'contradiction', 'score': 0.0007601402467116714}]"
484930,Beekyr Reloaded,krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,"This game is a hardcore bee'em up game with a mold-breaking theme. The game features different stages with unique game mechanics, such as vertical and horizontal scrolling stages, fun gameplay, and different enemies. The game also features different enemies, such as poisonous scorpions, bee-eaters, and dark caves protected by hornets.",0.02,"[{'label': 'neutral', 'score': 0.9980594515800476}, {'label': 'contradiction', 'score': 0.0017684496706351638}, {'label': 'entailment', 'score': 0.00017209826910402626}]"
484930,Beekyr Reloaded,krauss_2_kontrast,Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,"Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.

Game: Beekyr Reloaded: The game is a hardcore be",79.51,"[{'label': 'entailment', 'score': 0.7950512766838074}, {'label': 'neutral', 'score': 0.18330852687358856}, {'label': 'contradiction', 'score': 0.021640244871377945}]"
484930,Beekyr Reloaded,krauss_3_beispiel_rossmann,"Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.","Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: Example: The game is set in a world where insects are the main characters. The player must fight against various types of insects, including poisonous scorpions, bee-eaters, and hornets.

Game: Beekyr Rel",0.03,"[{'label': 'neutral', 'score': 0.9901705384254456}, {'label': 'contradiction', 'score': 0.009518208913505077}, {'label': 'entailment', 'score': 0.0003113023121841252}]"
484930,Beekyr Reloaded,krauss_4_schluss,Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,"Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.",96.45,"[{'label': 'entailment', 'score': 0.9645329713821411}, {'label': 'neutral', 'score': 0.031111400574445724}, {'label': 'contradiction', 'score': 0.004355632234364748}]"
674520,Fight'N Rage,krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,"Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.

Game: Good Enough: Finish the game at",71.48,"[{'label': 'entailment', 'score': 0.7147946953773499}, {'label': 'neutral', 'score': 0.24584557116031647}, {'label': 'contradiction', 'score': 0.03935975581407547}]"
674520,Fight'N Rage,krauss_2_kontrast,Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,"Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.

Game: Good Enough: Finish the game at Normal Difficulty",60.4,"[{'label': 'entailment', 'score': 0.6039716005325317}, {'label': 'neutral', 'score': 0.36007705330848694}, {'label': 'contradiction', 'score': 0.03595135733485222}]"
674520,Fight'N Rage,krauss_3_beispiel_rossmann,"Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.","Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.

Game: Good Enough:",9.95,"[{'label': 'neutral', 'score': 0.8537814021110535}, {'label': 'entailment', 'score': 0.09946253150701523}, {'label': 'contradiction', 'score': 0.04675609618425369}]"
674520,Fight'N Rage,krauss_4_schluss,Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,"Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.

Game: Good Enough: Finish the game",87.81,"[{'label': 'entailment', 'score': 0.8780657052993774}, {'label': 'neutral', 'score': 0.10139142721891403}, {'label': 'contradiction', 'score': 0.020542854443192482}]"
629650,Symphonic Rain,krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,"Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: The game is a fusion of visual novel and music-based gameplay, with multiple endings depending on choices and performance in musical sections.",0.07,"[{'label': 'neutral', 'score': 0.9889050722122192}, {'label': 'contradiction', 'score': 0.010348663665354252}, {'label': 'entailment', 'score': 0.000746271398384124}]"
629650,Symphonic Rain,krauss_2_kontrast,Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,This game contains elements of the following concept: Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,99.52,"[{'label': 'entailment', 'score': 0.9952431321144104}, {'label': 'neutral', 'score': 0.003427559044212103}, {'label': 'contradiction', 'score': 0.001329275663010776}]"
629650,Symphonic Rain,krauss_3_beispiel_rossmann,"Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.","Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: Example: The game is a fusion of visual novel and music-based gameplay.",0.02,"[{'label': 'neutral', 'score': 0.9944272041320801}, {'label': 'contradiction', 'score': 0.005374409724026918}, {'label': 'entailment', 'score': 0.00019843288464471698}]"
